_id,全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考
196,172014,AA0000001088,石川県金沢市,老人福祉センター鶴寿園,ロウジンフクシセンターカクジュエン,rojinfukushisentakakujuen,"",1409,"","",172014,"",石川県金沢市額谷町ヌ1,石川県,金沢市,額谷町ヌ,1,"",36.509803,136.629528,"","",076-298-9355,"","","","",-,4000020172014,金沢市,月火水木金土日,09:00,17:00,休館日:第1日曜日の翌日、第2日曜日、第3日曜日の翌日、第4日曜日、第5日曜日、国民の祝日（敬老の日除く）、年末年始,老人福祉センターでは、各種の講座を定期的に開催しています。短期間の講座、イベントなども開いています。入浴も楽しめます。娯楽室では囲碁や将棋で、大広間ではカラオケなどで、機能回復室では、機能訓練器具や健康機器を利用して、思い思いに過ごすことができます。,"","","","","","","","","","","","","","","","","",https://www.kanazawa-kenko-plaza.or.jp/17-3rojin-hukushi-center,"","",""
197,172014,AA0000001089,石川県金沢市,いきいきギャラリー,イキイキギャラリー,ikiikigyarari,"",1499,"","",172014,"",石川県金沢市安江町3-16,石川県,金沢市,安江町,3-16,"",36.574399,136.655777,"","",076-221-2307,"","","","",-,4000020172014,金沢市,月水木金土,10:00,18:00,休館日:第1・3・5火曜日　第2・4日曜日、年末年始,障害のある方や高齢者の手作り品を販売します。ここでの売り上げは、福祉施設で働く障害のある方の工賃や福祉団体の運営費に役立てられています。,"","","","","","","","","","","","","","","","","",http://www3.spacelan.ne.jp/~ikiiki/,"","",""
198,172014,AA0000001074,石川県金沢市,金沢健康プラザ大手町,カナザワケンコウプラザオオテマチ,"",金沢健康プラザ大手町,1305,"","",172014,"",石川県金沢市大手町3-21,石川県,金沢市,大手町,3番25号,"",36.568877,136.661171,"","",076-233-0033,"","","","",-,3220005008369,金沢健康福祉財団,月火水木金土日,09:00,17:00,休館日:祝日、年末年始(12月29日～1月3日),市民の主体的な健康づくりを推進するための施設で、各種健康教室・講座を開催しているほか、筋力トレーニングマシン等を設置した健康スタジオを開放している。,"","","","","","","","","","","","","","","","","",http://www.kanazawa-kenko-plaza.or.jp,"","",管理・運営は、(公財)金沢健康福祉財団
199,172014,AA0000001075,石川県金沢市,泉野福祉健康センター,イズミノフクシケンコウセンター,"",泉野福祉健康センター,1602,"","",172014,"",石川県金沢市泉が丘１丁目２番２２,石川県,金沢市,泉が丘1丁目,2番22号,"",36.5442832,136.6486989,"","",076-242-1131,"","","","",-,4000020172014,金沢市,月火水木金,08:30,17:15,休館日:土日、祝日、年末年始(12月29日～1月3日),乳幼児の各種健診、予防接種をはじめ、地域の人々の健康に関する種々のお手伝いや、介護保険業務、福祉保健サービスの申請・相談など、地域の福祉・保健に関する総合窓口です。,"","","","","","","","","","","","","","","","","",https://www4.city.kanazawa.lg.jp/soshikikarasagasu/izuminofukushikenkocenter/gyomugaiyo/4190.html,"","",""
200,172014,AA0000001076,石川県金沢市,元町福祉健康センター,モトマチフクシケンコウセンター,"",元町福祉健康センター,1602,"","",172014,"",石川県金沢市元町1-12-12,石川県,金沢市,元町1丁目,12番12号,"",36.581653,136.666962,"","",076-251-0200,"","","","",-,4000020172014,金沢市,月火水木金,08:30,17:15,休館日:土日、祝日、年末年始(12月29日～1月3日),乳幼児の各種健診、予防接種をはじめ、地域の人々の健康に関する種々のお手伝いや、介護保険業務、福祉保健サービスの申請・相談など、地域の福祉・保健に関する総合窓口です。,"","","","","","","","","","","","","","","","","",https://www4.city.kanazawa.lg.jp/soshikikarasagasu/izuminofukushikenkocenter/gyomugaiyo/4191.html,"","",""
201,172014,AA0000001077,石川県金沢市,駅西福祉健康センター,エキニシフクシケンコウセンター,"",駅西福祉健康センター,1602,"","",172014,"",石川県金沢市西念3-4-25,石川県,金沢市,西念3丁目,4番25号,"",36.589885,136.635378,"","",076-234-5103,"","","","",-,4000020172014,金沢市,月火水木金,08:30,17:15,休館日:土日、祝日、年末年始(12月29日～1月3日),乳幼児の各種健診、予防接種をはじめ、地域の人々の健康に関する種々のお手伝いや、介護保険業務、福祉保健サービスの申請・相談など、地域の福祉・保健に関する総合窓口です。,"","","","","","","","","","","","","","","","","",https://www4.city.kanazawa.lg.jp/soshikikarasagasu/izuminofukushikenkocenter/gyomugaiyo/4192.html,"","",""
202,172014,AA0000001078,石川県金沢市,金沢広域急病センター,カナザワコウイキキュウビョウセンター,"",金沢広域急病センター,1602,"","",172014,"",石川県金沢市西念３丁目４番２５ 駅西福祉健康センター1F,石川県,金沢市,西念3丁目,4番25号,"",36.589871,136.63553,"","",076-222-0099,"","","","",-,4000020172014,金沢市,月火水木金土日,19:30,23:00,休館日:なし　GW、年末年始などは診療時間が変更になります。,夜間の急な病気の時、安心して受診できる初期救急医療の施設です。小児科と内科の急病患者を診療します。原則として応急処置のみを行います。精密な検査や入院が必要な方には病院を紹介します。薬の処方は原則１日分です。翌日以降、かかりつけ医の診療時間内に診療を受けてください,"","","","","","","","","","","","","","","","","",https://www.kanazawa-kouiki.jp,"","",""
203,172014,AA0000001079,石川県金沢市,金沢市母子寡婦福祉連合会,カナザワシボシカフフクシレンゴウカイ,"",金沢市母子会,1499,"","",172014,"",石川県金沢市三社町1-44（石川県女性センター1階）,石川県,金沢市,三社町,1-44,石川県女性センター1階,36.571696,136.6449,"","",076-224-3417,"","","","",-,4000020172014,金沢市,月火水木金,09:00,16:30,休館日:土、日、祝日、年末年始,ひとり親家庭等の福祉向上と、幸せづくりのためにみんなで協力しあう団体です。各地区の団体の中でお互いが力を合わせ、支えあい、いたわりあい、助けあい、励ましあいながら幸せづくりにみんなで取り組んでいく集まりです。母子家庭・父子家庭及び寡婦の一人ひとりが持ついろいろな問題を、みんなの力と知恵を合わせ解決してゆく会です。,可,有,無,有,スロープ有、エレベータ有、エスカレータ無,有,"",有,無,無,有,有,有,有,有,無,有,http://kinbosh.jimdofree.com,"","",""
204,172014,AA0000001081,石川県金沢市,金沢市保健所,カナザワシホケンジョ,Kanazawa City Health Center,ホケンジョ,1606,金沢市西念3-4-25,"",172014,"",石川県金沢市西念3-4-25,石川県,金沢市,西念3,4-25,"",36.589885,136.635378,"","",076-234-5102,"","","","",-,4000020172014,金沢市,月火水木金,08:30,17:15,休館日:土日、祝日、年末年始(12月29日～1月3日),結核やエイズなどの感染症の予防と対策、環境衛生・食品衛生など生活環境に関する業務、医療機関や飲食店などの許認可や監視・指導を行っています。また、衛生上の試験検査及び大気汚染等の環境監視・検査を行っています。,可,有,無,有,エレベータ有,有,有,有,無,有,有,無,有,有,飲料のみ可,有,有,https://www4.city.kanazawa.lg.jp/soshikikarasagasu/chiikihokenka/1_1/index.html,"","",""
205,172014,AA0000000969,石川県金沢市,中村町小学校,ナカムラマチショウガッコウ,"","",1503,"","",172014,"",石川県金沢市中村町26-12,石川県,金沢市,中村町,26-12,"",36.560983,136.642059,"","",076-241-0716,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710011,"","",""
206,172014,AA0000000970,石川県金沢市,十一屋小学校,ジュウイチヤショウガッコウ,"","",1503,"","",172014,"",石川県金沢市十一屋町3-45,石川県,金沢市,十一屋町,3-45,"",36.545327,136.660911,"","",076-241-7348,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710012,"","",""
207,172014,AA0000000971,石川県金沢市,泉野小学校,イズミノショウガッコウ,"","",1503,"","",172014,"",石川県金沢市緑が丘4-64,石川県,金沢市,緑が丘,4-64,"",36.542714,136.654245,"","",076-241-0615,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710009,"","",""
208,172014,AA0000000972,石川県金沢市,犀桜小学校,サイオウショウガッコウ,"","",1503,"","",172014,"",石川県金沢市菊川1-2-15,石川県,金沢市,菊川,1-2-15,"",36.55006,136.66199,"","",076-262-2355,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710013,"","",""
209,172014,AA0000000973,石川県金沢市,小立野小学校,コダツノショウガッコウ,"","",1503,"","",172014,"",石川県金沢市小立野4-7-7,石川県,金沢市,小立野,4-7-7,"",36.551538,136.678696,"","",076-232-1283,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710014,"","",""
210,172014,AA0000000974,石川県金沢市,兼六小学校,ケンロクショウガッコウ,"","",1503,"","",172014,"",石川県金沢市兼六元町7-15,石川県,金沢市,兼六元町,7-15,"",36.565889,136.666004,"","",076-231-7279,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710015,"","",""
211,172014,AA0000000975,石川県金沢市,中央小学校,チュウオウショウガッコウ,"","",1503,"","",172014,"",石川県金沢市玉川町2-1,石川県,金沢市,玉川町,2-1,"",36.57005,136.65040,"","",076-262-8560,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710016,"","",""
212,172014,AA0000000976,石川県金沢市,中央小学校芳斎分校,チュウオウショウガッコウホウサイブンコウ,"","",1503,"","",172014,"",石川県金沢市新竪町3-25,石川県,金沢市,新竪町,3-25,"",36.572524,136.649105,"","",076-221-1811,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710017,"","",""
213,172014,AA0000000977,石川県金沢市,長田町小学校,ナガタマチショウガッコウ,"","",1503,"","",172014,"",石川県金沢市長田1-5-40,石川県,金沢市,長田,1-5-40,"",36.575357,136.6421,"","",076-231-7221,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710018,"","",""
214,172014,AA0000000978,石川県金沢市,明成小学校,メイセイショウガッコウ,"","",1503,"","",172014,"",石川県金沢市瓢箪町5-48,石川県,金沢市,瓢箪町,5-48,"",36.576904,136.657166,"","",076-231-7438,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710019,"","",""
215,172014,AA0000000979,石川県金沢市,諸江町小学校,モロエマチショウガッコウ,"","",1503,"","",172014,"",石川県金沢市北安江2-25-1,石川県,金沢市,北安江,2-25-1,"",36.588649,136.64793,"","",076-231-7389,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710020,"","",""
217,172014,AA0000000981,石川県金沢市,森山町小学校,モリヤマチョウショウガッコウ,"","",1503,"","",172014,"",石川県金沢市森山2-13-50,石川県,金沢市,森山,2-13-50,"",36.578565,136.667576,"","",076-252-6251,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710022,"","",""
218,172014,AA0000000982,石川県金沢市,浅野町小学校,アサノマチショウガッコウ,"","",1503,"","",172014,"",石川県金沢市京町35-1,石川県,金沢市,京町,35-1,"",36.581731,136.658818,"","",076-252-3573,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710023,"","",""
219,172014,AA0000000983,石川県金沢市,小坂小学校,コサカショウガッコウ,"","",1503,"","",172014,"",石川県金沢市小坂町中142,石川県,金沢市,小坂町中,142,"",36.590108,136.677683,"","",076-252-6386,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710024,"","",""
220,172014,AA0000000984,石川県金沢市,千坂小学校,チサカショウガッコウ,"","",1503,"","",172014,"",石川県金沢市千木1-125,石川県,金沢市,千木,1-125,"",36.605736,136.674977,"","",076-258-1270,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710025,"","",""
221,172014,AA0000000985,石川県金沢市,夕日寺小学校,ユウヒデラショウガッコウ,"","",1503,"","",172014,"",石川県金沢市東長江町に17,石川県,金沢市,東長江町に,17,"",36.577568,136.692366,"","",076-252-4471,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710026,"","",""
222,172014,AA0000000986,石川県金沢市,大浦小学校,オオウラショウガッコウ,"","",1503,"","",172014,"",石川県金沢市大浦町ヌ87,石川県,金沢市,大浦町ヌ,87,"",36.623281,136.653287,"","",076-238-2025,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710027,"","",""
223,172014,AA0000000987,石川県金沢市,浅野川小学校,アサノガワショウガッコウ,"","",1503,"","",172014,"",石川県金沢市須崎町チ42,石川県,金沢市,須崎町チ,42,"",36.621053,136.641726,"","",076-238-2034,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710028,"","",""
224,172014,AA0000000988,石川県金沢市,鞍月小学校,クラツキショウガッコウ,"","",1503,"","",172014,"",石川県金沢市南新保町リ27-1,石川県,金沢市,南新保町リ,27-1,"",36.601836,136.632494,"","",076-237-6447,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710029,"","",""
225,172014,AA0000000989,石川県金沢市,粟崎小学校,アワガサキショウガッコウ,"","",1503,"","",172014,"",石川県金沢市粟崎町ヘ78,石川県,金沢市,粟崎町ヘ,78,"",36.621217,136.624622,"","",076-238-2234,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710030,"","",""
226,172014,AA0000000990,石川県金沢市,大野町小学校,オオノマチショウガッコウ,"","",1503,"","",172014,"",石川県金沢市大野町1-15,石川県,金沢市,大野町,1-15,"",36.610354,136.60336,"","",076-267-1466,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710031,"","",""
227,172014,AA0000000991,石川県金沢市,金石町小学校,カナイワマチショウガッコウ,"","",1503,"","",172014,"",石川県金沢市金石北4-1-1,石川県,金沢市,金石北,4-1-1,"",36.608707,136.598972,"","",076-268-1313,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710032,"","",""
228,172014,AA0000000992,石川県金沢市,大徳小学校,ダイトクショウガッコウ,"","",1503,"","",172014,"",石川県金沢市松村6-200,石川県,金沢市,松村,6-200,"",36.591196,136.610027,"","",076-267-0564,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710033,"","",""
229,172014,AA0000000993,石川県金沢市,戸板小学校,トイタショウガッコウ,"","",1503,"","",172014,"",石川県金沢市戸板1-1,石川県,金沢市,戸板,1-1,"",36.579213,136.622458,"","",076-231-5485,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710034,"","",""
230,172014,AA0000000994,石川県金沢市,緑小学校,ミドリショウガッコウ,"","",1503,"","",172014,"",石川県金沢市みどり1-166,石川県,金沢市,みどり,1-166,"",36.570126,136.590808,"","",076-249-0100,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710035,"","",""
231,172014,AA0000000995,石川県金沢市,押野小学校,オシノショウガッコウ,"","",1503,"","",172014,"",石川県金沢市八日市1-176,石川県,金沢市,八日市,1-176,"",36.54594,136.609396,"","",076-241-4197,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710036,"","",""
232,172014,AA0000000996,石川県金沢市,米丸小学校,ヨネマルショウガッコウ,"","",1503,"","",172014,"",石川県金沢市東力町ニ155,石川県,金沢市,東力町ニ,155,"",36.565682,136.619971,"","",076-291-1361,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710037,"","",""
233,172014,AA0000000997,石川県金沢市,三馬小学校,ミンマショウガッコウ,"","",1503,"","",172014,"",石川県金沢市久安6-154,石川県,金沢市,久安,6-154,"",36.543585,136.633621,"","",076-243-2261,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710038,"","",""
234,172014,AA0000000998,石川県金沢市,富樫小学校,トガシショウガッコウ,"","",1503,"","",172014,"",石川県金沢市山科3-6-60,石川県,金沢市,山科,3-6-60,"",36.529476,136.645712,"","",076-243-2533,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710039,"","",""
235,172014,AA0000000999,石川県金沢市,額小学校,ヌカショウガッコウ,"","",1503,"","",172014,"",石川県金沢市額乙丸町イ41,石川県,金沢市,額乙丸町イ,41,"",36.510489,136.621867,"","",076-298-0167,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710040,"","",""
236,172014,AA0000001000,石川県金沢市,内川小学校,ウチカワショウガッコウ,"","",1503,"","",172014,"",石川県金沢市別所町ヰ18,石川県,金沢市,別所町ヰ,18,"",36.504427,136.67601,"","",076-241-4039,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1720017,"","",""
237,172014,AA0000001001,石川県金沢市,犀川小学校,サイガワショウガッコウ,"","",1503,"","",172014,"",石川県金沢市末町2-148,石川県,金沢市,末町,2-148,"",36.51151,136.698041,"","",076-229-0008,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710042,"","",""
238,172014,AA0000001002,石川県金沢市,湯涌小学校,ユワクショウガッコウ,"","",1503,"","",172014,"",石川県金沢市湯涌荒屋町23,石川県,金沢市,湯涌荒屋町,23,"",36.491961,136.752856,"","",076-235-1039,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1720015,"","",""
239,172014,AA0000001003,石川県金沢市,田上小学校,タガミショウガッコウ,"","",1503,"","",172014,"",石川県金沢市田上の里2-1,石川県,金沢市,田上の里,2-1,"",36.546169,136.692984,"","",076-221-3353,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710008,"","",""
240,172014,AA0000001004,石川県金沢市,医王山小学校,イオウゼンショウガッコウ,"","",1503,"","",172014,"",石川県金沢市二俣町さ21,石川県,金沢市,二俣町さ,21,"",36.55574,136.759848,"","",076-236-1013,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710044,"","",""
241,172014,AA0000001005,石川県金沢市,森本小学校,モリモトショウガッコウ,"","",1503,"","",172014,"",石川県金沢市南森本町イ111,石川県,金沢市,南森本町イ,111,"",36.622793,136.693039,"","",076-258-0048,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710045,"","",""
242,172014,AA0000001006,石川県金沢市,花園小学校,ハナゾノショウガッコウ,"","",1503,"","",172014,"",石川県金沢市今町ヌ34,石川県,金沢市,今町ヌ,34,"",36.632644,136.708209,"","",076-258-0133,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710046,"","",""
243,172014,AA0000001007,石川県金沢市,不動寺小学校,フドウジショウガッコウ,"","",1503,"","",172014,"",石川県金沢市不動寺町イ33,石川県,金沢市,不動寺町イ,33,"",36.608454,136.708621,"","",076-258-0221,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710047,"","",""
245,172014,AA0000001009,石川県金沢市,南小立野小学校,ミナミコダツノショウガッコウ,"","",1503,"","",172014,"",石川県金沢市涌波2-5-1,石川県,金沢市,涌波,2-5-1,"",36.537231,136.681246,"","",076-261-9414,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710049,"","",""
246,172014,AA0000001010,石川県金沢市,伏見台小学校,フシミダイショウガッコウ,"","",1503,"","",172014,"",石川県金沢市窪5-335,石川県,金沢市,窪,5-335,"",36.526893,136.637924,"","",076-244-5091,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710050,"","",""
247,172014,AA0000001011,石川県金沢市,扇台小学校,オウギダイショウガッコウ,"","",1503,"","",172014,"",石川県金沢市馬替1-34,石川県,金沢市,馬替,1-34,"",36.522924,136.625436,"","",076-298-2711,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710051,"","",""
248,172014,AA0000001012,石川県金沢市,木曳野小学校,キビキノショウガッコウ,"","",1503,"","",172014,"",石川県金沢市木曳野1-1,石川県,金沢市,木曳野,1-1,"",36.597811,136.603866,"","",076-268-7332,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710052,"","",""
249,172014,AA0000001013,石川県金沢市,三和小学校,ミワショウガッコウ,"","",1503,"","",172014,"",石川県金沢市矢木1-74,石川県,金沢市,矢木,1-74,"",36.557878,136.596713,"","",076-240-0088,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710053,"","",""
250,172014,AA0000001014,石川県金沢市,長坂台小学校,ナガサカダイショウガッコウ,"","",1503,"","",172014,"",石川県金沢市長坂3-14-1,石川県,金沢市,長坂,3-14-1,"",36.535006,136.657517,"","",076-243-7561,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710054,"","",""
251,172014,AA0000001015,石川県金沢市,新神田小学校,シンカンダショウガッコウ,"","",1503,"","",172014,"",石川県金沢市新神田1-10-58,石川県,金沢市,新神田,1-10-58,"",36.565363,136.634937,"","",076-291-3821,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710055,"","",""
252,172014,AA0000001016,石川県金沢市,西南部小学校,セイナンブショウガッコウ,"","",1503,"","",172014,"",石川県金沢市八日市出町304,石川県,金沢市,八日市出町,304,"",36.555475,136.608368,"","",076-240-2501,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710056,"","",""
253,172014,AA0000001017,石川県金沢市,米泉小学校,ヨネイズミショウガッコウ,"","",1503,"","",172014,"",石川県金沢市米泉町4-133-2,石川県,金沢市,米泉町,4-133-2,"",36.545563,136.627927,"","",076-242-0551,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710057,"","",""
254,172014,AA0000001018,石川県金沢市,四十万小学校,シジマショウガッコウ,"","",1503,"","",172014,"",石川県金沢市四十万3-186,石川県,金沢市,四十万,3-186,"",36.502931,136.617579,"","",076-298-3015,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710058,"","",""
255,172014,AA0000001019,石川県金沢市,西小学校,ニシショウガッコウ,"","",1503,"","",172014,"",石川県金沢市駅西新町3-15-1,石川県,金沢市,駅西新町,3-15-1,"",36.592415,136.636825,"","",076-263-5338,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710059,"","",""
256,172014,AA0000001020,石川県金沢市,安原小学校,ヤスハラショウガッコウ,"","",1503,"","",172014,"",石川県金沢市福増町北1087,石川県,金沢市,福増町北,1087,"",36.566951,136.579401,"","",076-249-4471,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710060,"","",""
257,172014,AA0000001021,石川県金沢市,杜の里小学校,モリノサトショウガッコウ,"","",1503,"","",172014,"",石川県金沢市若松町3-282,石川県,金沢市,若松町,3-282,"",36.55742,136.686323,"","",076-222-1150,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710061,"","",""
258,172014,AA0000001022,石川県金沢市,泉小学校,イズミショウガッコウ,"","",1503,"","",172014,"",石川県金沢市弥生1-26-1,石川県,金沢市,弥生,1-26-1,"",36.549168,136.645262,"","",076-241-8318,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710010,"","",""
259,172014,AA0000030669,石川県金沢市,朝霧台小学校,アサギリダイショウガッコウ,"","",1503,"","",172014,"",石川県金沢市田上本町4-28,石川県,金沢市,田上本町,4-28,"",36.5373355,136.6940063,"","",076-255-6478,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1710062,"","",""
260,172014,AA0000001023,石川県金沢市,泉中学校,イズミチュウガッコウ,"","",1504,"","",172014,"",石川県金沢市弥生1-26-1,石川県,金沢市,弥生,1-26-1,"",36.5491683,136.6452618,"","",076-242-2411,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1720006,"","",""
261,172014,AA0000001024,石川県金沢市,野田中学校,ノダチュウガッコウ,"","",1504,"","",172014,"",石川県金沢市若草1-23,石川県,金沢市,若草,1-23,"",36.5442469,136.6576361,"","",076-241-5191,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1720004,"","",""
262,172014,AA0000001025,石川県金沢市,城南中学校,ジョウナンチュウガッコウ,"","",1504,"","",172014,"",石川県金沢市城南1-24-1,石川県,金沢市,城南,1-24-1,"",36.5436748,136.674374,"","",076-221-6979,"","","","",-,"",金沢市,"","","","","","","","","","","","","","","","","","","","","","",https://www14.schoolweb.ne.jp/swas/index.php?id=1720007,"","",""
